country,country_code,state_abbr,state,company_name,address,street_name
United States,US,TX,Texas,"Mettler-Toledo International, Inc.",2054 Sherman Junction,Trailsway
United States,US,CO,Colorado,JM Global Holding Company,2 Longview Trail,Myrtle
United States,US,NY,New York,"HomeTrust Bancshares, Inc.",97208 Fordem Junction,Dryden
United States,US,DC,District of Columbia,Weight Watchers International Inc,6 Mosinee Center,Butternut
United States,US,NC,North Carolina,"MyoKardia, Inc.",85178 Dakota Road,Stephen
United States,US,FL,Florida,"Colony NorthStar, Inc.",658 Hayes Lane,Parkside
United States,US,WA,Washington,"Stratasys, Ltd.",5 Melby Road,Lighthouse Bay
United States,US,NY,New York,Nuveen Enhanced Municipal Value Fund,32 Vermont Court,Oakridge
United States,US,FL,Florida,Atlas Air Worldwide Holdings,92279 Loomis Pass,Logan
United States,US,DC,District of Columbia,Strattec Security Corporation,2351 Forest Court,Arrowood
United States,US,NY,New York,Plumas Bancorp,231 Rockefeller Way,Northport
United States,US,TX,Texas,"Golden Entertainment, Inc.",65549 2nd Street,Cody
United States,US,FL,Florida,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",2 Judy Drive,Pennsylvania
United States,US,TX,Texas,Heska Corporation,17586 Menomonie Point,Dixon
United States,US,TX,Texas,First Horizon National Corporation,52918 Warbler Court,Dwight
United States,US,TN,Tennessee,Dynavax Technologies Corporation,71 Blackbird Center,New Castle
United States,US,KS,Kansas,TAT Technologies Ltd.,2478 Cordelia Drive,Vahlen
